"","Swap.3M.5Y.spread","dUSDHUF","dEURHUF","OIS.3M.spread","EUR.3M.REPO","Eurozone.AAA","Volume.AAA.bond","HUF.3Y.overquote","HUF.5Y.overquote","HUF.3Y.HUF.5Y.overquote","Assets.lt.f.debt","ECB.DEPOSIT","TED.spread","Deviza.tender.DUMMY","Swap.3M.spread.EURHUF","Swap.3M.spread.HUFEUR","Swap.3M.spread","EMBI","HUN.5Y.USD.CDS","Swap.tender","FX.tender"
"6/30/2011",0.886791034706079,-0.193677443647407,0.507638112400238,1.82191974951937,0.167858443087227,-0.500510926332623,-0.145742994690034,0.693430395421437,0,0.172922373590045,0.509008968555911,0.260123509015611,-0.647512646686183,-0.0475368984398583,-0.00138299447387664,-0.0546645353148123,0.0137516970359,-0.890540383779699,0,-0.254576564612267,-0.268943836115249
"6/30/2014",-0.400005049121246,-0.64818950078375,0.0556406414568453,-0.312818077315757,-1.22888028019571,0.488833470930028,-0.0679784529624122,0,0,0,1.72807099504665,0.463058878403077,-1.08397129290259,-0.0475368984398583,-0.0971681749240416,-0.0546645353148123,-0.110407540461576,0.468959260629117,-2.78754832966002,-6.81706829170039e-42,-1.20275245114638e-44
"6/30/2015",-1.24976117678526,0.792049870507732,-0.465106505541563,-0.781298574851582,-0.878433509426664,0.203747349117649,-0.634065168533591,0,0,0,-0.0941378948604731,1.92714561587849,-1.38171920456843,-0.0625748677101693,-0.0971681749240416,-0.0546645353148123,-0.110407540461576,-0.592834509127265,1.88198258952424,-1.31314175258217e-115,-0.0311244269529144
"6/30/2016",-0.0088546868517968,-0.271883455916186,-1.04683112831661,-0.504630010445045,-0.735879652188353,0.0966977919056803,-2.58063078832239,0,0,0,1.32649939333992,6.21748924411303,0.910529075109875,-0.0475368984398583,-0.0971681749240416,-0.0546645353148123,-0.110407540461576,-0.0290784707073718,1.81113148027156,-1.37506276101979e-122,-1.44046106624504e-130
"6/30/2017",0.022095919932602,-0.333812817960611,-1.184277573438,-1.05724752152461,-0.547890119287504,-0.290921710089025,-0.103372932061594,0,0,0,12.1129917539775,12.0531622198758,-0.677367923722342,-0.0475368984398583,-0.0971681749240416,-0.0546645353148123,-0.110407540461576,0.0107572937342271,-0.225284386451871,-0.127931131745932,-0.146536123455972
"6/4/2008",-2.06537577551363,0.229113048774325,0.199247826316013,0.891610415751356,1.03968140940726,-0.944906429697908,-0.135081275970792,0,0,0,-1.21357303488654,-0.116995114426626,0.70304695385409,-0.0475368984398583,-0.0971681749240416,-0.0546645353148123,-0.110407540461576,-0.725523498924984,0,0,0
"6/4/2009",0.986446894040166,-0.38721806251013,-0.366871058879714,1.0104946785636,-0.846450691366909,-0.944906429697908,-0.135081275970792,0,-0.422517669876995,-0.558243653806573,0.315939754899939,-0.116995114426626,-0.845667837994217,-0.0475368984398583,-0.0971681749240416,-0.0546645353148123,-0.110407540461576,-1.42571499286306,0,-1.7913031232039,-1.86201999831836
"6/4/2010",0.15656800312256,2.45241971122522,2.34012787496561,-0.25788892675125,-1.21396779570928,-0.944906429697908,-0.135081275970792,0,0,0,-0.133328814912022,-0.116995111469994,0.711381704299147,-0.0475368984398583,-0.0333818431617065,-0.0546645353148123,-0.0389624795244393,3.052315060994,0,-0.226959454736707,-0.23746779874423
"6/4/2012",-0.20879306174872,-1.41128931721638,-1.13404884422488,0.170865681560686,-1.32435964366461,-0.632118581089148,-0.168507180256581,0,0,0,0.330359217930107,-0.116982622248116,-0.870058257255898,-0.0475368984398583,-0.0971681749240416,-0.0546645353148123,-0.110407540461576,-1.00085777015978,0,-7.64209138097557e-53,-2.55824380133862e-56
"6/4/2013",0.537416411980897,0.53345728229785,0.736024034833029,-1.21625272802703,-0.913314416630525,-1.19217321613904,-0.163959740810557,0,0,0,0.338457444618352,-0.116994863037282,-1.15576746908051,-0.0475368984398583,-0.0971681749240416,-0.0546645353148123,-0.110407540461576,-0.365799087474777,0,-1.25839640259551e-106,-1.41747627115536e-113
